Index,Day,Month,Year,Initials,SVL,VT,R,Weight,Sex,Page,Comments,PredictedMass,CorrectedMass,FinalMass,,
31792,,2,1988,MEM,44.4,50,C,4.56,J,50,,3.723282282,4.540588149,4.56,,
31793A,6,1,1988,MEM,48,53,C,4.61,J,50,,3.777624347,4.60685896,4.61,,
31800,,2,1988,MEM,80.8,91,C,27.02,J,50,,22.06167974,26.90448748,27.02,,
31801A,6,1,1988,MEM,49,51,C,4.29,J,50,,3.552201656,4.331953239,4.29,,
31804,,2,1988,MEM,64.3,69,C,12.19,J,50,,10.0400027,12.24390573,12.19,,
31805,11,11,1971,IC,204,211,C,269,F,50,,222.9767014,271.9228066,269,,
31805,6,1,1988,MEM,47,50,C,4.39,J,50,,3.621233218,4.416138071,4.39,,
31808,,2,1988,MEM,74,83,C,19.1,J,50,,15.6067819,19.03266086,19.1,,
31807,6,1,1988,MEM,48,47,C,3.89,J,50,,3.254143288,3.968467424,3.89,,
32064,11,11,1971,IC,194,198,C,240,F,50,,199.3900146,243.1585544,240,,
32065,21,11,1988,AC,218,240,C,365,F,50,,299.2550743,364.9452126,365,,
32065A,26,11,1988,CHD/AC,204,232,C,352,F,50,,286.8910386,349.8671202,352,,
32287,14,7,1988,AC,214,239,C,307,F,51,,251.0489223,306.1572223,307,,
32288,16,12,1949,WD,140,152,C,120,J,51,,98.63056496,120.2811768,120,,
32289A,6,1,1988,MEM,48,51,C,4.71,J,51,,3.886046193,4.739080723,4.71,,
32304,,2,1988,MEM,47,53,C,4.79,J,51,,3.910102438,4.768417607,4.79,,
32305A,6,1,1988,MEM,48,51,C,4.37,J,51,,3.605524811,4.396981477,4.37,,
32306,6,1,1988,MEM,48,51,C,4.63,J,51,,3.820041162,4.658586783,4.63,,
32312,,2,1988,MEM,110.2,118,C,26.36,J,51,,21.71904722,26.48664295,26.36,,
32313A,12,11,1971,IC,207,214,C,355,F,51,,294.2871414,358.8867578,355,,
32313,6,1,1988,MEM,49,52,C,4.66,J,51,,3.845600657,4.689756899,4.66,,
32316A,,2,1988,MEM,50.2,58,C,5.19,J,51,,4.217580563,5.14339093,5.19,,
32317,6,1,1988,MEM,50,53,C,5.05,J,51,,4.168283309,5.083272328,5.05,,
32319,6,1,1988,MEM,45,48,C,3.8,J,51,,3.13308958,3.820840951,3.8,,
32320,12,11,1971,IC,200,214,C,250,F,51,,206.0113283,251.2333272,250,,
32477,19,7,1988,AC,210,218,C,332,F,51,0 E,275.0259774,335.3975335,332,,
32545A,6,1,1988,MEM,47,51,C,5.09,J,52,,4.183996975,5.102435336,5.09,,
32560,,2,1988,MEM,47.1,53,C,4.23,J,52,,3.454318682,4.212583759,4.23,,
32561A,6,1,1988,MEM,46,49,C,4.65,J,52,,3.834826682,4.676617904,4.65,,
32568,,2,1988,MEM,67,74,C,14.19,J,52,,11.62728069,14.1796106,14.19,,
32569,13,11,1971,IC,207,224,C,320,F,52,,263.1697455,320.938714,320,,
32569A,6,1,1988,MEM,49,53,C,5.11,J,52,,4.202831888,5.125404742,5.11,,
32572,,2,1988,MEM,48.3,58,C,5.77,J,52,,4.654602993,5.676345113,5.77,,
32573A,6,1,1988,MEM,48,52,C,5.29,J,52,,4.349662716,5.304466727,5.29,,
32575,13,11,1971,IC,154,166,C,110,J,52,,90.52705169,110.3988435,110,,
32575A,6,1,1988,MEM,49,52,C,5.03,J,52,,4.150938048,5.062119571,5.03,,
32575B,,2,1988,MEM,62.2,77,C,13.54,J,52,,10.85771587,13.24111691,13.54,,
32576,12,11,1971,IC,125,129,C,56,J,52,,46.43671398,56.630139,56,,
32665,,3,1988,DN,234,270,C,405,F,52,,329.1993623,401.4626369,405,,
32672,16,12,1949,WD,203,235,C,340,,53,,276.1951323,336.8233321,340,,
32673,6,1,1988,MEM,93,97,C,24.74,J,53,,20.47776567,24.97288497,24.74,,
32688,,2,1988,MEM,43.5,50,C,4.5,J,53,,3.660395547,4.463897009,4.5,,
32689A,6,1,1988,MEM,48,51,C,4.37,J,53,,3.605524811,4.396981477,4.37,,
32696,,2,1988,MEM,57.4,63,C,8.21,J,53,,6.734887982,8.213278027,8.21,,
32697,13,11,1971,IC,201,213,C,285,F,53,,235.2513181,286.8918513,285,,
32697A,7,1,1988,MEM,48,53,C,4,J,53,,3.27776516,3.997274586,4,,
32701,13,11,1971,IC,218,223,C,365,F,53,,303.1225293,369.6616211,365,,
32701A,7,1,1988,MEM,115,122,C,57.96,J,53,,47.83348556,58.33351898,57.96,,
32703A,8,1,1988,MEM,43,45,C,2.84,J,53,,2.349363136,2.865076995,2.84,,
32703,,2,1988,MEM,47.2,48,C,3.61,J,53,,3.000983786,3.659736324,3.61,,
32729,21,11,1988,AC,234,245,C,381,F,53,,315.1527935,384.3326749,381,,
32733,21,11,1988,AC,222,220,C,400,F,53,,333.9570721,407.2647221,400,,
32736,16,2,1949,WD,63,70,C,10,J,53,,8.185117967,9.98185118,10,,
32737A,8,1,1988,MEM,48,50,C,3.79,J,53,,3.137751262,3.826525929,3.79,,
32752,,2,1988,MEM,42,46,C,3.79,J,53,,3.110223551,3.79295555,3.79,,
32753,8,1,1988,MEM,46,47,C,3.65,J,54,,3.031826553,3.697349455,3.65,,
32761,8,1,1988,MEM,47,52,C,3.3,J,54,,2.703176566,3.296556788,3.3,,
32764,,2,1988,MEM,66.4,76,C,12.84,J,54,,10.45255247,12.7470152,12.84,,
32765A,8,1,1988,MEM,45,43,C,4.27,J,54,,3.586163873,4.373370577,4.27,,
32766,,2,1988,MEM,52.7,57,C,6.57,J,54,,5.403675344,6.589847981,6.57,,
32767A,8,1,1988,MEM,37,38,C,2.33,J,54,,1.933690257,2.35815885,2.33,,
32769,24,4,1949,WD,184,152,C,269,,54,,230.9308119,281.6229413,269,,
32782,15,1,1951,WD,191,225,C,250,F,54,,202.4160878,246.8488876,250,,
32799,24,4,1949,WD,210,229,C,397,,54,,326.048127,397.619667,397,,
32801A,8,1,1988,MEM,43,40,C,3.57,J,55,,3.011047275,3.672008872,3.57,,
32817A,8,1,1988,MEM,138,151,C,89.89,J,55,,73.77978873,89.97535211,89.89,,
32825A,8,1,1988,MEM,139,130,C,91.49,J,55,,77.10033217,94.02479533,91.49,,
32829,16,5,1950,WD,201,233,C,369,,55,,299.6767544,365.4594566,369,,
32831,16,5,1950,WD,186,211,C,298,,55,,242.9918348,296.3315059,298,,
32821A,9,1,1988,MEM,56,57,C,5.7,J,55,,4.737681827,5.777660765,5.7,,
32831B,,2,1988,MEM,114,119,C,57.86,J,55,,47.88510141,58.39646513,57.86,,
33088,16,5,1950,WD,163,161,C,198,J,55,,165.3986114,201.7056237,198,,
33312,23,4,1949,WD,254,267,C,765,,55,,632.3515702,771.1604514,765,,
33313A,9,1,1988,MEM,100,104,C,35.54,J,55,,29.43176643,35.89239809,35.54,,
33313B,,2,1988,MEM,52.1,54,C,5.1,J,55,,4.225933188,5.153577058,5.1,,
33329,16,5,1950,WD,150,164,C,113,J,55,,92.76119403,113.1234074,113,,
33329A,9,1,1988,MEM,47,51,C,3.52,J,55,,2.893451739,3.528599682,3.52,,
33341A,10,1,1988,MEM,72,76,C,11.1,J,55,,9.168681319,11.18131868,11.1,,
33341B,,2,1988,MEM,83,92,C,18.73,J,55,,15.33743333,18.70418699,18.73,,
33343A,10,1,1988,MEM,62,73,C,8.22,J,55,,6.656076682,8.117166686,8.22,,
33345,,,1973,IC,269,298,C,709.6,M,55,,581.129631,708.6946719,709.6,,
33569,10,1,1988,MEM,58,61,C,5.63,J,56,,4.653360086,5.674829373,5.63,,
33585,10,1,1988,MEM,60,63,C,6.59,J,56,,5.448377635,6.64436297,6.59,,
33593,13,1,1988,MEM,43,45,C,3.31,J,56,,2.73816619,3.339227061,3.31,,
33597,17,5,1950,WD,235,247,C,510,F,56,,421.5758687,514.116913,510,,
33597B,16,1,1988,MEM,54,58,C,6.39,J,56,,5.262124163,6.417224589,6.39,,
33664,17,5,1950,WD,265,268,C,780,,56,,649.017997,791.4853622,780,,
33697B,10,2,1989,MEM,48,45,C,4.24,J,56,,3.571776792,4.355825356,4.24,,
33713,18,5,1950,WD,99,103,C,28,J,56,,23.1861125,28.27574695,28,,
33713A,16,1,1988,MEM,111,122,C,47.63,J,56,,39.06235858,47.63702266,47.63,,
33721,18,5,1950,WD,69,73,C,11,J,56,,9.08246438,11.07617607,11,,
33725,18,5,1950,WD,77,79,C,16.5,J,56,,13.69590315,16.70232091,16.5,,
33727,18,5,1950,WD,89,90,C,22,J,56,,18.30589357,22.32426045,22,,
33777,15,1,1951,WD,264,290,C,822,,57,,674.2071588,822.2038522,822,,
33785,15,1,1951,WD,264,302,C,737,,57,,600.0257652,731.738738,737,,
33785,18,1,1988,MEM,43,41,C,3.83,J,57,,3.217744227,3.924078326,3.83,,
33789A,17,1,1988,MEM,119,124,C,63.52,J,57,,52.58533804,64.12846103,63.52,,
33792,23,4,1949,WD,95,102,C,28,J,57,,23.05929841,28.12109563,28,,
33793,15,2,1950,WD,218,235,C,340,F,57,,279.8081495,341.2294506,340,,
33809A,21,2,1975,DN,229,260,C,425,F,57,,346.4944861,422.5542513,425,,
33821C,30,10,1975,DN,204,221,C,282,F,58,,231.8723792,282.7711942,282,,
33821C,22,5,1978,DN,213,221,C,284,F,58,,235.2840547,286.9317741,284,,
33821C,16,2,1979,DN,206,223,C,305,F,58,,250.8172532,305.8746991,305,,
33823,15,2,1950,WD,220,230,C,300,F,58,,248.215477,302.7018012,300,,
33823B,30,10,1975,DN,218,226,C,402,F,58,,333.0903605,406.2077567,402,,
33823B,13,1,1978,DN,221,226,C,321,F,58,,266.5954871,325.1164477,321,,
33823B,28,10,1978,DN,216,228,C,365,F,58,,301.492674,367.6739927,365,,
34720,15,2,1950,WD,175,195,C,185,M,59,,151.3462037,184.5685411,185,,
34721,7,10,1987,AC,188,208,C,260,F,59,0 E,212.9775476,259.7287166,260,,
34784A,21,2,1975,DN,272,332,C,740,M,59,,595.0579475,725.6804237,740,,
34813,6,10,1987,AC,210,233,C,410,F,59,0 E,335.6768672,409.3620332,410,,
34813A,7,10,1987,AC,200,208,C,250,F,59,0 E,207.0326845,252.4788836,250,,
43008,14,2,1950,WD,52,59,C,6.5,J,60,,5.299979139,6.463389194,6.5,,
47104,15,2,1950,WD,282,324,C,936,M,60,,761.4227271,928.5643013,936,,
50176,23,4,1949,WD,254,172,C,680,,60,,599.0488641,730.5473953,680,,
50177A,23,2,1975,DN,228,241,C,430,F,60,,355.0975763,433.0458247,430,,
50193,15,2,1950,WD,210,225,C,320,M,60,,263.6325678,321.5031315,320,,
50193A,23,2,1975,DN,255,290,C,670,M,60,,546.0710109,665.9402573,670,,
50205,15,2,1950,WD,255,290,C,780,M,60,,635.7244605,775.2737323,780,,
50205A,24,4,1975,DN,218,242,C,385,F,60,,315.1795201,384.3652684,385,,
50207B,20,1,1976,DN,244,273,C,546,M,60,,446.343055,544.3207987,546,,
50209,6,10,1987,AC,210,207,C,360,F,60,14,300.8258338,366.8607729,360,,
50225,6,10,1987,AC,202,208,C,280,F,61,0 E,232.2718581,283.2583635,280,,
50688,16,5,1950,WD,263,242,C,709,,61,,599.0086187,730.4983154,709,,
50976,15,2,1950,WD,230,260,C,250,,61,,203.9841108,248.7611107,250,,
50796A,22,2,1975,DN,199,205,C,260,F,61,,215.6650246,263.0061276,260,,
51133,5,10,1987,AC,193,201,C,250,F,61,8 E,206.9830596,252.4183653,250,,
50720B,30,10,1975,DN,243,258,C,570,M,61,,470.3455987,573.5921935,570,,
51168A,5,11,1975,DN,218,253,C,432,M,62,,350.7645349,427.7616279,432,,
51197,6,11,1992,AC,203,236,C,345,F,62,,280.0332024,341.5039054,345,,
57344,15,2,1950,WD,265,310,C,836,M,62,,677.7772954,826.5576773,836,,
58368,23,4,1949,WD,216,222,C,454,,62,,376.7322907,459.4296228,454,,
58369A,4,7,1975,DN,172,191,C,190,M?,62,,155.5336527,189.6751863,190,,
58369B,23,4,1976,DN,176,193,C,195,F,62,,159.9892502,195.1088417,195,,
58385,15,2,1950,WD,210,240,C,330,F,62,,268.7155017,327.7018313,330,,
58385A,4,2,1972,IC,250,290,C,619.5,M,62,,503.0509543,613.4767735,619.5,,
58393,15,2,1950,WD,185,200,C,220,F,62,,180.9602208,220.6831961,220,,
58399,15,2,1950,WD,213,230,C,340,F,62,,279.7240564,341.1268981,340,,
58399A,4,7,1975,DN,184,193,C,241,F,62,,199.2859677,243.0316679,241,,
58399C,5,10,1987,AC,201,219,C,260,F,62,0 E,213.5651181,260.445266,260,,
58400A,25,4,1975,DN,220,231,C,420,F,62,,347.2410632,423.4647113,420,,
58429,9,3,1987,AC,253,283,C,578,M,63,,472.5235826,576.2482715,578,,
58912,15,2,1950,WD,245,255,C,709,M,63,,587.0654951,715.9335307,709,,
58912A,26,4,1975,DN,198,208,C,320,F,63,,264.5425762,322.6128979,320,,
58913,29,9,1987,AC,220,250,C,381,F,63,12 E,310.5719685,378.746303,381,,
58937,8,3,1987,AC,202,224,C,353,F,63,,289.0385397,352.486024,353,,
59196,15,2,1950,WD,165,190,C,160,JM,63,,130.1032618,158.6625143,160,,
59169,27,2,1987,AC,259,273,C,587,M,63,,484.9863346,591.4467495,587,,
59197,21,2,1987,AC,240,234,C,530,M,63,,443.675174,541.0672854,530,,
59199,20,1,1976,DN,217,261,C,399,F,63,,321.7691027,392.4013448,399,,
59296,15,2,1950,WD,270,285,C,737,M,63,,608.7673993,742.3992674,737,,
59296,28,4,1975,DN,270,312,C,750,M,63,,609.4594595,743.2432432,750,,
59296A,20,1,1976,DN,187,198,C,224,F,63,,184.9260256,225.5195434,224,,
59321,5,11,1986,AC/LG,205,231,C,379,F,63,13 E,309.4215639,377.3433706,379,,
59392,15,2,1950,WD,275,273,C,695,M,64,,580.0826071,707.4178135,695,,
62465,15,2,1950,WD,127,130,C,55,J,64,,45.67080331,55.6961016,55,,
62465B,8,1,1977,DN,192,204,C,230,F,64,,189.7644638,231.4200777,230,,
62481,15,2,1950,WD,51,52,C,7,J,64,,5.816516744,7.093313103,7,,
62489A,9,1,1977,DN,204,229,C,282,M,64,,230.3898982,280.9632905,282,,
62493A,7,5,1977,DN,191,201,C,245,F,64,,202.4785812,246.9250991,245,,
62496,15,2,1950,WD,215,225,C,370,M,64,,306.0790001,373.2670733,370,,
62496B,10,11,1976,DN,176,188,C,185,JF,64,,152.4939769,185.9682645,185,,
63025,4,11,1986,AC/LG,208,229,C,383,F,65,9 E,314.0105927,382.9397472,383,,
63264,15,2,1950,WD,207,240,C,360,F,65,,292.3573162,356.5333125,360,,
63264A,2,11,1975,DN,237,272,C,484,M,65,,393.8074859,480.2530316,484,,
63293,6,11,1986,AC/LG,196,232,C,337,F,65,1 E,272.6074527,332.448113,337,,
63392,15,2,1950,WD,167,173,C,145,J,65,,120.1598138,146.5363583,145,,
63392A,30,10,1975,DN,217,238,C,397,M,65,,325.7119301,397.2096708,397,,
63409,4,11,1986,AC/LG,208,254,C,373,F,65,11 E,299.9141496,365.7489629,373,,
63456,15,2,1950,WD,155,165,C,110,J,65,,90.72680078,110.64244,110,,
63456B,8,1,1977,DN,177,189,C,207,JM,65,,170.6392082,208.0965953,207,,
63481,,,1986,AC/LG,196,227,C,340,F,66,0 E,276.1715031,336.794516,340,,
63488,15,2,1950,WD,213,230,C,370,F,66,,304.4055908,371.2263303,370,,
64513,16,5,1950,WD,161,174,C,170,J,66,,139.8406045,170.5373226,170,,
64529,16,5,1950,WD,210,195,C,411,F,66,,346.7469268,422.8621058,411,,
64541,16,5,1950,WD,200,224,C,340,,66,,277.8905401,338.8909025,340,,
64543,16,5,1950,WD,284,256,C,907,M,66,,768.7209709,937.4645986,907,,
64544,25,4,1976,DN,213,248,C,258,F,66,,209.3565292,255.3128405,258,,
64575,5,11,1986,AC/LG,217,238,C,383,F,66,0 E,314.225867,383.2022769,383,,
65073,26,9,1983,DN,210,241,C,390,F,67,0 E,317.3273196,386.9845361,390,,
65329,6,11,1986,AC/LG,170,197,C,231,F,67,0 E,187.614089,228.7976695,231,,
65440B,22,7,1977,DN,228,245,C,377,F,67,,310.4322299,378.5758901,377,,
65504,16,5,1950,WD,192,220,C,312,F,67,,253.9354839,309.6774194,312,,
65504A,22,7,1977,DN,228,284,C,590,M,67,,472.5404243,576.2688102,590,,
65536,23,4,1949,WD,98,111,C,28,J,67,,22.83797151,27.85118476,28,,
65561,14,2,1950,WD,151,157,C,115,J,68,,95.23920419,116.145371,115,,
65565,14,2,1950,WD,173,200,C,185,F,68,,150.3208086,183.3180592,185,,
65567,14,2,1950,WD,265,290,C,680,,68,,558.1169522,680.6304296,680,,
65568,14,2,1950,WD,180,135,C,240,,68,,208.756027,254.5805207,240,,
66080,14,2,1950,WD,264,335,C,907,,68,,723.7326792,882.6008283,907,,
66336,14,2,1950,WD,245,256,C,624,M,68,,516.3356423,629.6776126,624,,
66337,17,5,1950,WD,265,273,C,964,,68,,799.6145331,975.1396745,964,,
66560,14,2,1950,WD,190,200,C,275,,68,,227.2615488,277.1482303,275,,
62944,14,2,1950,WD,253,155,C,510,M,68,,454.4409737,554.1963093,510,,
91136,14,2,1950,WD,265,297,C,680,M,68,,555.7126739,677.6983829,680,,
95232,14,2,1950,WD,192,203,C,260,M,68,,214.7004635,261.8298335,260,,
97280,14,2,1950,WD,207,215,C,330,,68,,273.3442466,333.3466422,330,,
98304,14,2,1950,WD,188,185,C,310,,68,,259.1167018,315.9959778,310,,
163840,18,2,1972,IC,72,74,C,11,J,68,,9.127874885,11.13155474,11,,
229376,14,2,1950,WD,225,255,C,370,,68,,301.7540687,367.9927667,370,,
294912,14,2,1950,WD,210,220,C,315,M,68,,260.5331412,317.7233429,315,,
327709,14,2,1950,WD,267,318,C,780,M,68,,630.2143763,768.5541174,780,,
327712,14,2,1950,WD,230,250,C,553,M,69,,454.4299295,554.1828408,553,,
328480,14,2,1950,WD,214,245,C,411,M,69,,334.5640667,408.0049593,411,,
328606,14,2,1950,WD,228,280,C,290,M,69,,232.9187365,284.0472397,290,,
353280,14,2,1950,WD,236,263,C,539,M,69,,440.9404947,537.7323106,539,,
357376,14,2,1950,WD,268,265,C,790,M,69,,659.8054147,804.6407496,790,,
359424,14,2,1950,WD,254,297,C,695,M,69,,563.5105886,687.2080349,695,,
361440,14,2,1950,WD,207,217,C,300,,69,,248.098541,302.5591964,300,,
458753,14,2,1950,WD,275,275,C,780,M,69,,650.2402957,792.9759704,780,,
458789,14,2,1950,WD,255,236,C,666,M,69,,562.173511,685.5774524,666,,
458777,14,2,1950,WD,272,303,C,755,M,69,,617.687906,753.2779341,755,,
459296,14,2,1950,WD,175,186,C,205,M,69,,169.1279465,206.2535933,205,,
459680,14,2,1950,WD,150,161,C,105,JM,69,,86.47735573,105.4601899,105,,
459744,14,2,1950,WD,273,280,C,765,M,69,,635.0269008,774.4230497,765,,
524288,23,4,1949,WD,76,83,C,28,J,70,,22.98969961,28.03621904,28,,
524289,14,2,1950,WD,113,123,C,50,J,70,,41.07732981,50.09430464,50,,
524305,14,2,1950,WD,88,94,C,23,J,70,,18.95871064,23.12037883,23,,
524313,14,2,1950,WD,96,99,C,30,J,70,,24.87989886,30.34134008,30,,
524317,14,2,1950,WD,74,71,C,16,J,70,,13.4288301,16.37662207,16,,
524319,14,2,1950,WD,53,56,C,6.5,J,70,,5.368120098,6.546487925,6.5,,
524319,14,2,1950,WD,71,74.5,C,12,J,70,,9.922326086,12.10039767,12,,
525088,14,2,1950,WD,194,172,C,250,,70,,212.4176977,259.0459728,250,,
525216,14,2,1950,WD,157,160,C,132,J,70,,109.6919737,133.7706996,132,,
525280,14,2,1950,WD,92,99.5,C,32,J,70,,26.31958293,32.09705235,32,,
541696,14,2,1950,WD,240,255,C,652,M,70,,537.9410016,656.0256117,652,,
549888,14,2,1950,WD,218,200,C,400,M,70,,338.1007239,412.3179559,400,,
553984,14,2,1950,WD,220,245,C,385,F,70,,314.9971139,384.1428218,385,,
557057,23,4,1949,WD,165,133,C,170,J,71,,146.4438271,178.590033,170,,
557070,23,4,1949,WD,203,222,C,397,,71,,325.881497,397.4164597,397,,
557070A,17,12,1954,WD,162,165,C,160,M,71,,132.972973,162.1621622,160,,
557080,9,2,1992,AC,149,148,C,120,JM,71,,100.1487848,122.1326643,120,,
557081,23,4,1949,WD,177,203,C,283,,71,,230.2928836,280.84498,283,,
557087,23,4,1949,WD,184,197,C,255,,71,,210.1090216,256.2305141,255,,
557089A,3,2,1988,MEM,93.1,106,C,36.36,J,71,,29.62824781,36.13200952,36.36,,
557113,,2,1988,MEM,47,52,C,4.82,J,71,,3.948276075,4.814970824,4.82,,
557117A,,2,1988,MEM,40.4,46,C,2.96,J,71,,2.411959714,2.941414286,2.96,,
557120,29,11,1953,WD,184,201,C,260,M,71,,213.4657775,260.324119,260,,
557625,30,11,1953,WD,181,187,C,230,M,72,,190.6859569,232.5438498,230,,
557625A,,2,1988,MEM,75,83,C,14.95,J,72,,12.24564112,14.93370868,14.95,,
557760,29,11,1953,WD,80,85,C,22,J,72,,18.15138349,22.13583352,22,,
557857A,,2,1988,MEM,45.2,47,C,3.08,J,72,,2.55071728,3.11063083,3.08,,
557952,30,11,1953,WD,175,175,C,192,JM,72,,160.0591497,195.194085,192,,
558001,30,11,1953,WD,253,274,C,670,,72,,550.932237,671.8685817,670,,
558048,23,4,1949,WD,171,197,C,227,,73,,184.5680805,225.083025,227,,
558049,30,11,1953,WD,88,91,C,28,J,73,,23.21032625,28.30527591,28,,
558065,30,11,1953,WD,77,82,C,17,J,73,,14.02044791,17.0981072,17,,
558073,30,11,1953,WD,62,70,C,11,J,73,,8.977351001,10.94798903,11,,
558077,30,11,1953,WD,65,68,C,11,J,73,,9.100183434,11.09778468,11,,
558081A,2,11,1978,DN,212,236,C,341,M,73,,279.0169787,340.2646082,341,,
558097,28,2,1953,WD,205,233,C,354,F,73,,288.5525237,351.8933216,354,,
558112,28,2,1953,WD,138,156,C,100,JF,73,,81.5936443,99.50444427,100,,
558161,21,2,1972,IC,202,226,C,283.5,F,73,,231.7565819,282.6299779,283.5,,
558624A,16,5,1978,DN,152,173,C,118,,74,,96.15957776,117.2677778,118,,
558625,,,1986,DN,202,222,C,378,F,74,0 E,310.0102267,378.061252,378,,
558655,,,1986,DN,199,214,C,340,F,74,0 E,279.9278959,341.3754828,340,,
558880,28,2,1953,WD,131,142,C,76,JM,74,,62.48390643,76.19988589,76,,
559008,28,2,1953,WD,198,197,C,340,M,74,,283.6764211,345.946855,340,,
559008A,21,5,1978,DN,197,222,C,305,F,74,,249.0037858,303.6631534,305,,
559101,10,10,1986,DN,194,215,C,311,F,74,5 E,254.6762944,310.5808468,311,,
567296,28,2,1953,WD,135,145,C,84,J,75,,69.17346318,84.35788192,84,,
574465,6,4,1953,WD,125,131,C,70,J,75,,57.89261351,70.60074818,70,,
574465A,30,9,1986,AC,200,202,C,275,F,75,0 E,228.8706403,279.110537,275,,
574481,6,4,1953,WD,157,190,C,180,JM,75,,144.9857235,176.811858,180,,
574482,6,4,1953,WD,131,151,C,84,J,75,,68.29139547,83.28218959,84,,
575008,6,4,1953,WD,114,129,C,58,J,75,,47.31549886,57.70182788,58,,
575264,6,4,1953,WD,131,136,C,86,J,75,,71.24081266,86.87903983,86,,
575264A,16,2,1979,DN,222,240,C,405,M,75,,333.1313156,406.257702,405,,
575392,6,11,1949,WD,190,203,C,383,,76,,315.6913236,384.989419,383,,
575421,10,10,1986,DN,202,243,C,345,F,76,0 E,278.2122119,339.2831852,345,,
575488,6,4,1953,WD,196,219,C,269,F,76,,219.9556361,268.2385807,269,,
581632,23,4,1949,WD,260,273,C,680,,76,,562.1998167,685.6095325,680,,
581632A,6,4,1953,WD,173,151,C,184,M,76,,156.7051838,191.1038826,184,,
582656,23,4,1949,WD,216,248,C,510,,76,,414.9308479,506.0132291,510,,
583456,28,4,1953,WD,141,163,C,135,J,77,,109.6942922,133.773527,135,,
583473,,,1986,DN,185,195,C,283,F,77,0 E,233.8179433,285.1438332,283,,
583487,,,1986,DN,189,210,C,289,F,77,0 E,236.5499093,288.4754991,289,,
583584,28,4,1953,WD,181,194,C,280,F,77,,230.6635315,281.2969896,280,,
583584,30,9,1983,DN,209,222,C,405,F,77,11 E,334.166922,407.5206366,405,,
583609,10,10,1986,DN,163,193,C,195,F,77,0 E,157.7306537,192.3544557,195,,
583648,28,4,1953,WD,184,205,C,300,F,77,,245.432498,299.3079244,300,,
583665,,,1986,DN,182,198,C,252,F,77,6 E,207.0495486,252.4994495,252,,
583680,16,4,1953,WD,68,77,C,10,J,78,,8.156816852,9.947337624,10,,
586752,23,4,1949,WD,177,203,C,340,,78,,276.6769626,337.41093,340,,
586784,28,11,1953,WD,207,231,C,420,F,78,,343.5039029,418.9071986,420,,
586785,9,10,1986,AC,186,205,C,248,F,78,10 E,203.2884615,247.912758,248,,
586801,10,10,1986,DN,189,204,C,269,F,78,0 E,221.3273391,269.9113891,269,,
587297,26,11,1953,WD,211,196,C,330,F,78,,278.3940745,339.5049689,330,,
587552,28,11,1953,WD,186,175,C,280,F,78,,235.7388896,287.4864507,280,,
587577,9,10,1986,AC,178,193,C,291,F,78,8 E,239.2358062,291.7509831,291,,
587680,29,11,1953,WD,180,197,C,250,F,78,,205.1865332,250.2274795,250,,
587769,8,10,1986,DN,187,218,C,261,F,79,0 E,211.7409794,258.2207066,261,,
588801,29,11,1953,WD,171,180,C,210,F,79,,173.5451828,211.6404668,210,,
588831,29,11,1953,WD,156,172,C,200,JF,79,,163.9312177,199.9161191,200,,
589375,8,10,1986,DN,211,226,C,418,F,79,0 E,344.3892088,419.9868399,418,,
589729,8,10,1986,AC,220,260,C,530,M,80,,428.8582613,522.9978796,530,,
589825,15,1,1951,WD,190,210,C,275,,80,,225.3059566,274.7633617,275,,
589849,15,1,1951,WD,165,193,C,175,F,80,,141.8818434,173.0266383,175,,
589863,15,1,1951,WD,160,187,C,150,F,80,,121.631644,148.3312732,150,,
589873,,2,1988,MEM,43.1,46,C,4.31,J,80,,3.553221464,4.333196907,4.31,,
590624,15,1,1951,WD,265,296,C,794,,80,,649.2758373,791.7998016,794,,
607232,15,1,1951,WD,259,288,C,751,M,81,,614.6162238,749.5319802,751,,
621568,15,1,1951,WD,270,305,C,709,,81,,578.5747889,705.5790109,709,,
720913,15,1,1951,WD,132,135,C,85,J,81,,70.59261739,86.0885578,85,,
720925,23,4,1949,WD,152,165,C,170,J,81,,139.7309417,170.4035874,170,,
720925A,15,1,1951,WD,136,149,C,83,J,81,,68.10916972,83.05996307,83,,
720928,15,1,1951,WD,55,61,C,5,J,81,,4.093909886,4.992573032,5,,
721440,15,1,1951,WD,80,88,C,19,J,81,,15.58,19,19,,
721701,15,1,1951,WD,127,140,C,65,J,81,,53.27940524,64.97488444,65,,
750592,15,1,1951,WD,62,70,C,8,J,81,,6.528982546,7.962173837,8,,
752640,15,1,1951,WD,54,56,C,5,J,81,,4.14268218,5.052051439,5,,
753664,15,1,1951,WD,140,155,C,105,J,81,,85.99948113,104.877416,105,,
754688,15,1,1951,WD,260,263,C,709,,81,,589.9193926,719.4138934,709,,
786433,23,4,1949,WD,267,317,C,879,,81,,710.6322585,866.6247054,879,,
786433,9,12,1951,WD,102,110,C,40,J,81,,32.91617473,40.14167651,40,,
786449,9,12,1951,WD,62,66,C,10,J,81,,8.24789098,10.05840363,10,,
786976,9,12,1951,WD,60,66,C,5.6,J,81,,4.592,5.6,5.6,,
787424,9,12,1951,WD,84,95,C,25,J,82,,20.39669208,24.87401473,25,,
788285,10,10,1986,DN,203,230,C,347,F,82,8 E,283.0115097,345.1359875,347,,
816128,9,12,1951,WD,175,192,C,200,M,82,,164.0767112,200.0935502,200,,
